Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[415]    0.0    0.00    0.00    1188         __gnu_cxx::new_allocator<Triangle*>::allocate(unsigned long, void const*) [415]
                0.00    0.00    1188/1188        __gnu_cxx::new_allocator<Triangle*>::max_size() const [416]
-----------------------------------------------
                0.00    0.00    1188/1188        __gnu_cxx::new_allocator<Triangle*>::allocate(unsigned long, void const*) [415]
[416]    0.0    0.00    0.00    1188         __gnu_cxx::new_allocator<Triangle*>::max_size() const [416]
-----------------------------------------------
                0.00    0.00      14/1188        std::deque<Triangle*, std::allocator<Triangle*> >::_M_push_back_aux(Triangle* const&) [597]
                0.00    0.00    1174/1188        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_create_nodes(Triangle***, Triangle***) [424]
[417]    0.0    0.00    0.00    1188         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_allocate_node() [417]
                0.00    0.00    1188/8550        std::__deque_buf_size(unsigned long) [308]
                0.00    0.00    1188/1188        __gnu_cxx::new_allocator<Triangle*>::allocate(unsigned long, void const*) [415]
-----------------------------------------------
                0.00    0.00      14/1188        std::deque<Triangle*, std::allocator<Triangle*> >::_M_pop_front_aux() [596]
                0.00    0.00    1174/1188        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_destroy_nodes(Triangle***, Triangle***) [425]
[418]    0.0    0.00    0.00    1188         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_deallocate_node(Triangle**) [418]
                0.00    0.00    1188/8550        std::__deque_buf_size(unsigned long) [308]
                0.00    0.00    1188/1188        __gnu_cxx::new_allocator<Triangle*>::deallocate(Triangle**, unsigned long) [414]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_deallocate_map(Triangle***, unsigned long) [426]
[419]    0.0    0.00    0.00    1174         __gnu_cxx::new_allocator<Triangle**>::deallocate(Triangle***, unsigned long) [419]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_allocate_map(unsigned long) [423]
[420]    0.0    0.00    0.00    1174         __gnu_cxx::new_allocator<Triangle**>::allocate(unsigned long, void const*) [420]
                0.00    0.00    1174/1174        __gnu_cxx::new_allocator<Triangle**>::max_size() const [421]
-----------------------------------------------
                0.00    0.00    1174/1174        __gnu_cxx::new_allocator<Triangle**>::allocate(unsigned long, void const*) [420]
[421]    0.0    0.00    0.00    1174         __gnu_cxx::new_allocator<Triangle**>::max_size() const [421]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::~_Deque_base() [428]
[422]    0.0    0.00    0.00    1174         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_Deque_impl::~_Deque_impl() [422]
                0.00    0.00    1174/165163      std::allocator<Triangle*>::~allocator() [168]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_initialize_map(unsigned long) [427]
[423]    0.0    0.00    0.00    1174         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_allocate_map(unsigned long) [423]
                0.00    0.00    1174/2348        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_get_map_allocator() const [354]
                0.00    0.00    1174/1174        __gnu_cxx::new_allocator<Triangle**>::allocate(unsigned long, void const*) [420]
                0.00    0.00    1174/2348        std::allocator<Triangle**>::~allocator() [356]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_initialize_map(unsigned long) [427]
[424]    0.0    0.00    0.00    1174         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_create_nodes(Triangle***, Triangle***) [424]
                0.00    0.00    1174/1188        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_allocate_node() [417]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::~_Deque_base() [428]
[425]    0.0    0.00    0.00    1174         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_destroy_nodes(Triangle***, Triangle***) [425]
                0.00    0.00    1174/1188        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_deallocate_node(Triangle**) [418]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::~_Deque_base() [428]
[426]    0.0    0.00    0.00    1174         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_deallocate_map(Triangle***, unsigned long) [426]
                0.00    0.00    1174/2348        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_get_map_allocator() const [354]
                0.00    0.00    1174/2348        std::allocator<Triangle**>::~allocator() [356]
                0.00    0.00    1174/1174        __gnu_cxx::new_allocator<Triangle**>::deallocate(Triangle***, unsigned long) [419]
-----------------------------------------------
                0.00    0.00     587/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_Deque_base() [473]
                0.00    0.00     587/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_Deque_base(std::allocator<Triangle*> const&, unsigned long) [474]
[427]    0.0    0.00    0.00    1174         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_initialize_map(unsigned long) [427]
                0.00    0.00    2348/8550        std::__deque_buf_size(unsigned long) [308]
                0.00    0.00    2348/2378        std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::_M_set_node(Triangle***) [351]
                0.00    0.00    1174/8790        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [306]
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_allocate_map(unsigned long) [423]
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_create_nodes(Triangle***, Triangle***) [424]
-----------------------------------------------
                0.00    0.00    1174/1174        std::deque<Triangle*, std::allocator<Triangle*> >::~deque() [432]
[428]    0.0    0.00    0.00    1174         std::_Deque_base<Triangle*, std::allocator<Triangle*> >::~_Deque_base() [428]
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_destroy_nodes(Triangle***, Triangle***) [425]
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_deallocate_map(Triangle***, unsigned long) [426]
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_Deque_impl::~_Deque_impl() [422]
-----------------------------------------------
                0.00    0.00     587/1174        std::deque<Triangle*, std::allocator<Triangle*> >::begin() const [467]
                0.00    0.00     587/1174        std::deque<Triangle*, std::allocator<Triangle*> >::end() const [465]
[429]    0.0    0.00    0.00    1174         std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>::_Deque_iterator(std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> const&) [429]
-----------------------------------------------
                0.00    0.00    1174/1174        std::deque<Triangle*, std::allocator<Triangle*> >::~deque() [432]
[430]    0.0    0.00    0.00    1174         std::deque<Triangle*, std::allocator<Triangle*> >::_M_destroy_data(std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>, std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>, std::allocator<Triangle*> const&) [430]
-----------------------------------------------
                0.00    0.00    1174/1174        std::deque<Triangle*, std::allocator<Triangle*> >::~deque() [432]
[431]    0.0    0.00    0.00    1174         std::deque<Triangle*, std::allocator<Triangle*> >::end() [431]
                0.00    0.00    1174/10304       std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>::_Deque_iterator(std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> const&) [290]
-----------------------------------------------
                0.00    0.00     587/1174        Mesh::findTriangle(Triangle*, mpfr::real<512l, (mpfr_rnd_t)0>&, mpfr::real<512l, (mpfr_rnd_t)0>&) [37]
                0.00    0.00     587/1174        std::queue<Triangle*, std::deque<Triangle*, std::allocator<Triangle*> > >::~queue() [481]
[432]    0.0    0.00    0.00    1174         std::deque<Triangle*, std::allocator<Triangle*> >::~deque() [432]
                0.00    0.00    1174/1761        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::_M_get_Tp_allocator() [380]
                0.00    0.00    1174/1174        std::deque<Triangle*, std::allocator<Triangle*> >::end() [431]
                0.00    0.00    1174/3260        std::deque<Triangle*, std::allocator<Triangle*> >::begin() [342]
                0.00    0.00    1174/1174        std::deque<Triangle*, std::allocator<Triangle*> >::_M_destroy_data(std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>, std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>, std::allocator<Triangle*> const&) [430]
                0.00    0.00    1174/1174        std::_Deque_base<Triangle*, std::allocator<Triangle*> >::~_Deque_base() [428]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> std::copy<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> >(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>) [487]
[433]    0.0    0.00    0.00    1174         std::_Miter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*> >::iterator_type std::__miter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*> >(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>) [433]
                0.00    0.00    1174/2348        std::_Iter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, false>::_S_base(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>) [357]
-----------------------------------------------
                0.00    0.00    1174/1174        std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> std::__copy_move_a2<false, std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, std::_Deque_iterator<Triangle*, Triangle*&, Triangle**> >(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, std::_Deque_iterator<Triangle*, Triangle*&, Triangle**>) [484]
[434]    0.0    0.00    0.00    1174         std::_Niter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*> >::iterator_type std::__niter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*> >(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>) [434]
                0.00    0.00    1174/2348        std::_Iter_base<std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>, false>::_S_base(std::_Deque_iterator<Triangle*, Triangle* const&, Triangle* const*>) [357]
-----------------------------------------------
                0.00    0.00      20/1143        Mesh::initialize(std::string) [73]
                0.00    0.00     429/1143        void std::list<Vertex*, std::allocator<Vertex*> >::merge<bool (*)(Vertex*, Vertex*)>(std::list<Vertex*, std::allocator<Vertex*> >&, bool (*)(Vertex*, Vertex*)) [459]
                0.00    0.00     694/1143        std::list<Vertex*, std::allocator<Vertex*> >::splice(std::_List_iterator<Vertex*>, std::list<Vertex*, std::allocator<Vertex*> >&, std::_List_iterator<Vertex*>) [456]
[435]    0.0    0.00    0.00    1143         std::_List_iterator<Vertex*>::operator++() [435]
-----------------------------------------------
                0.00    0.00    1081/1081        std::allocator<std::_List_node<Adjacency*> >::allocator() [437]
[436]    0.0    0.00    0.00    1081         __gnu_cxx::new_allocator<std::_List_node<Adjacency*> >::new_allocator() [436]
-----------------------------------------------
                0.00    0.00    1081/1081        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_List_impl::_List_impl() [438]
[437]    0.0    0.00    0.00    1081         std::allocator<std::_List_node<Adjacency*> >::allocator() [437]
                0.00    0.00    1081/1081        __gnu_cxx::new_allocator<std::_List_node<Adjacency*> >::new_allocator() [436]
-----------------------------------------------
                0.00    0.00    1081/1081        std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_List_base() [439]
[438]    0.0    0.00    0.00    1081         std::_List_base<Adjacency*, std::allocator<Adjacency*> >::_List_impl::_List_impl() [438]
